      Lon      Lat    Year Fag_syl   C3_gr   Total
     9.25    50.25    2013   0.528   0.013   0.541
     9.25    50.25    2014   0.578   0.014   0.592
     9.25    50.25    2015   0.381   0.007   0.389
     9.25    50.25    2016   0.480   0.019   0.499
     9.25    50.25    2017   0.576   0.020   0.596
     9.75    50.25    1901   0.167   0.257   0.424
     9.75    50.25    1902   0.173   0.355   0.528
     9.75    50.25    1903   0.169   0.307   0.475
     9.75    50.25    1904   0.157   0.264   0.421
     9.75    50.25    1905   0.167   0.333   0.500
     9.75    50.25    1906   0.192   0.310   0.501
     9.75    50.25    1907   0.177   0.346   0.523
     9.75    50.25    1908   0.175   0.334   0.510
     9.75    50.25    1909   0.189   0.362   0.551
     9.75    50.25    1910   0.182   0.367   0.549
     9.75    50.25    1911   0.099   0.212   0.311
     9.75    50.25    1912   0.200   0.443   0.643
     9.75    50.25    1913   0.205   0.302   0.507
     9.75    50.25    1914   0.190   0.388   0.578
     9.75    50.25    1915   0.139   0.230   0.369
     9.75    50.25    1916   0.187   0.432   0.619
     9.75    50.25    1917   0.151   0.248   0.399
     9.75    50.25    1918   0.181   0.356   0.538
     9.75    50.25    1919   0.132   0.262   0.394
     9.75    50.25    1920   0.194   0.391   0.585
     9.75    50.25    1921   0.103   0.243   0.345
     9.75    50.25    1922   0.173   0.449   0.622
     9.75    50.25    1923   0.175   0.279   0.454
     9.75    50.25    1924   0.188   0.446   0.634
     9.75    50.25    1925   0.166   0.277   0.443
     9.75    50.25    1926   0.179   0.390   0.569
     9.75    50.25    1927   0.181   0.402   0.583
     9.75    50.25    1928   0.135   0.278   0.413
     9.75    50.25    1929   0.141   0.293   0.434
     9.75    50.25    1930   0.184   0.421   0.605
     9.75    50.25    1931   0.159   0.343   0.502
     9.75    50.25    1932   0.154   0.339   0.494
     9.75    50.25    1933   0.162   0.200   0.362
     9.75    50.25    1934   0.320   0.112   0.432
     9.75    50.25    1935   0.384   0.093   0.477
     9.75    50.25    1936   0.505   0.041   0.546
     9.75    50.25    1937   0.592   0.012   0.604
     9.75    50.25    1938   0.615   0.014   0.629
     9.75    50.25    1939   0.644   0.020   0.664
     9.75    50.25    1940   0.651   0.026   0.676
     9.75    50.25    1941   0.560   0.023   0.582
     9.75    50.25    1942   0.650   0.019   0.669
     9.75    50.25    1943   0.555   0.013   0.568
     9.75    50.25    1944   0.668   0.012   0.680
     9.75    50.25    1945   0.727   0.009   0.736
     9.75    50.25    1946   0.705   0.007   0.713
     9.75    50.25    1947   0.362   0.009   0.371
     9.75    50.25    1948   0.751   0.015   0.766
     9.75    50.25    1949   0.480   0.006   0.486
     9.75    50.25    1950   0.692   0.012   0.705
     9.75    50.25    1951   0.618   0.006   0.624
     9.75    50.25    1952   0.571   0.004   0.575
     9.75    50.25    1953   0.697   0.004   0.700
     9.75    50.25    1954   0.625   0.002   0.627
     9.75    50.25    1955   0.625   0.001   0.626
     9.75    50.25    1956   0.623   0.000   0.624
     9.75    50.25    1957   0.654   0.000   0.654
     9.75    50.25    1958   0.590  -0.000   0.590
     9.75    50.25    1959   0.328   0.000   0.328
     9.75    50.25    1960   0.641   0.009   0.650
     9.75    50.25    1961   0.679   0.019   0.698
     9.75    50.25    1962   0.585   0.017   0.602
     9.75    50.25    1963   0.622   0.017   0.639
     9.75    50.25    1964   0.410   0.012   0.422
     9.75    50.25    1965   0.535   0.022   0.557
     9.75    50.25    1966   0.619   0.019   0.639
     9.75    50.25    1967   0.581   0.042   0.623
     9.75    50.25    1968   0.593   0.016   0.608
     9.75    50.25    1969   0.553   0.015   0.568
     9.75    50.25    1970   0.537   0.009   0.546
     9.75    50.25    1971   0.575   0.001   0.576
     9.75    50.25    1972   0.591  -0.001   0.590
     9.75    50.25    1973   0.407   0.000   0.407
     9.75    50.25    1974   0.614   0.000   0.614
     9.75    50.25    1975   0.576   0.000   0.576
     9.75    50.25    1976   0.422   0.000   0.422
     9.75    50.25    1977   0.636   0.000   0.636
     9.75    50.25    1978   0.631   0.000   0.631
     9.75    50.25    1979   0.522   0.000   0.522
     9.75    50.25    1980   0.548   0.000   0.548
     9.75    50.25    1981   0.661   0.000   0.661
     9.75    50.25    1982   0.428   0.000   0.428
     9.75    50.25    1983   0.532   0.000   0.532
     9.75    50.25    1984   0.560   0.000   0.560
     9.75    50.25    1985   0.628   0.000   0.628
     9.75    50.25    1986   0.591   0.000   0.591
     9.75    50.25    1987   0.597   0.000   0.597
     9.75    50.25    1988   0.521   0.000   0.521
     9.75    50.25    1989   0.551   0.000   0.551
     9.75    50.25    1990   0.574   0.000   0.574
     9.75    50.25    1991   0.383   0.000   0.383
     9.75    50.25    1992   0.598   0.000   0.598
     9.75    50.25    1993   0.661   0.000   0.661
     9.75    50.25    1994   0.600   0.000   0.600
     9.75    50.25    1995   0.549   0.000   0.549
     9.75    50.25    1996   0.603   0.000   0.603
     9.75    50.25    1997   0.522   0.009   0.531
     9.75    50.25    1998   0.586   0.008   0.594
     9.75    50.25    1999   0.584   0.008   0.592
     9.75    50.25    2000   0.580   0.007   0.587
     9.75    50.25    2001   0.537   0.016   0.554
     9.75    50.25    2002   0.599   0.022   0.621
     9.75    50.25    2003   0.235  -0.002   0.234
     9.75    50.25    2004   0.756   0.001   0.757
     9.75    50.25    2005   0.718  -0.000   0.717
     9.75    50.25    2006   0.616  -0.001   0.615
     9.75    50.25    2007   0.661  -0.000   0.661
     9.75    50.25    2008   0.581   0.000   0.581
     9.75    50.25    2009   0.608   0.000   0.608
     9.75    50.25    2010   0.592   0.000   0.592
     9.75    50.25    2011   0.566   0.000   0.566
     9.75    50.25    2012   0.466   0.000   0.466
     9.75    50.25    2013   0.551   0.000   0.551
     9.75    50.25    2014   0.613   0.000   0.613
     9.75    50.25    2015   0.364   0.000   0.364
     9.75    50.25    2016   0.522   0.009   0.531
     9.75    50.25    2017   0.651   0.010   0.661
    10.25    50.25    1901   0.260   0.123   0.383
    10.25    50.25    1902   0.317   0.207   0.523
    10.25    50.25    1903   0.302   0.169   0.471
    10.25    50.25    1904   0.244   0.135   0.379
    10.25    50.25    1905   0.286   0.187   0.473
    10.25    50.25    1906   0.316   0.167   0.483
    10.25    50.25    1907   0.314   0.202   0.516
    10.25    50.25    1908   0.291   0.186   0.477
    10.25    50.25    1909   0.272   0.188   0.460
    10.25    50.25    1910   0.313   0.216   0.529
    10.25    50.25    1911   0.096   0.107   0.203
    10.25    50.25    1912   0.370   0.254   0.624
    10.25    50.25    1913   0.371   0.165   0.536
    10.25    50.25    1914   0.338   0.228   0.566
    10.25    50.25    1915   0.224   0.130   0.355
    10.25    50.25    1916   0.329   0.233   0.562
    10.25    50.25    1917   0.281   0.147   0.428
    10.25    50.25    1918   0.294   0.203   0.497
    10.25    50.25    1919   0.189   0.147   0.336
    10.25    50.25    1920   0.302   0.209   0.510
    10.25    50.25    1921   0.151   0.145   0.297
    10.25    50.25    1922   0.313   0.262   0.575
    10.25    50.25    1923   0.284   0.123   0.407
    10.25    50.25    1924   0.374   0.177   0.551
    10.25    50.25    1925   0.376   0.107   0.483
    10.25    50.25    1926   0.416   0.097   0.513
    10.25    50.25    1927   0.514   0.063   0.577
    10.25    50.25    1928   0.364   0.010   0.374
    10.25    50.25    1929   0.492   0.008   0.501
    10.25    50.25    1930   0.658   0.015   0.673
    10.25    50.25    1931   0.580   0.014   0.594
    10.25    50.25    1932   0.550   0.011   0.561
    10.25    50.25    1933   0.461   0.012   0.473
    10.25    50.25    1934   0.401   0.007   0.408
    10.25    50.25    1935   0.500   0.010   0.509
    10.25    50.25    1936   0.568   0.020   0.588
    10.25    50.25    1937   0.501   0.023   0.524
    10.25    50.25    1938   0.453   0.022   0.475
    10.25    50.25    1939   0.544   0.022   0.566
    10.25    50.25    1940   0.580   0.021   0.601
    10.25    50.25    1941   0.484   0.021   0.505
    10.25    50.25    1942   0.448   0.014   0.462
    10.25    50.25    1943   0.350   0.012   0.362
    10.25    50.25    1944   0.578   0.014   0.592
    10.25    50.25    1945   0.591   0.012   0.603
    10.25    50.25    1946   0.545   0.011   0.557
    10.25    50.25    1947   0.183   0.006   0.190
    10.25    50.25    1948   0.651   0.011   0.661
    10.25    50.25    1949   0.463   0.005   0.467
    10.25    50.25    1950   0.602   0.032   0.634
    10.25    50.25    1951   0.506   0.014   0.521
    10.25    50.25    1952   0.463   0.011   0.474
    10.25    50.25    1953   0.578   0.011   0.589
    10.25    50.25    1954   0.554   0.010   0.564
    10.25    50.25    1955   0.558   0.014   0.572
    10.25    50.25    1956   0.554   0.016   0.569
    10.25    50.25    1957   0.545   0.015   0.560
    10.25    50.25    1958   0.500   0.004   0.504
    10.25    50.25    1959   0.199   0.011   0.210
    10.25    50.25    1960   0.566   0.010   0.576
    10.25    50.25    1961   0.568   0.018   0.585
    10.25    50.25    1962   0.510   0.031   0.541
    10.25    50.25    1963   0.536   0.022   0.559
    10.25    50.25    1964   0.221   0.010   0.231
    10.25    50.25    1965   0.532   0.021   0.553
    10.25    50.25    1966   0.552   0.026   0.578
    10.25    50.25    1967   0.525   0.057   0.582
    10.25    50.25    1968   0.548   0.017   0.565
    10.25    50.25    1969   0.443   0.016   0.459
    10.25    50.25    1970   0.503   0.012   0.515
    10.25    50.25    1971   0.479   0.008   0.487
    10.25    50.25    1972   0.505   0.011   0.516
    10.25    50.25    1973   0.286   0.007   0.292
    10.25    50.25    1974   0.587   0.011   0.597
    10.25    50.25    1975   0.529   0.008   0.536
    10.25    50.25    1976   0.306   0.005   0.312
    10.25    50.25    1977   0.588   0.010   0.598
    10.25    50.25    1978   0.606   0.007   0.612
    10.25    50.25    1979   0.421   0.005   0.426
    10.25    50.25    1980   0.489   0.017   0.506
    10.25    50.25    1981   0.592   0.018   0.609
    10.25    50.25    1982   0.337   0.024   0.361
    10.25    50.25    1983   0.422   0.029   0.451
    10.25    50.25    1984   0.495   0.027   0.521
    10.25    50.25    1985   0.515   0.041   0.556
    10.25    50.25    1986   0.486   0.044   0.530
    10.25    50.25    1987   0.525   0.054   0.579
    10.25    50.25    1988   0.389   0.009   0.398
    10.25    50.25    1989   0.396   0.016   0.413
    10.25    50.25    1990   0.431   0.006   0.437
    10.25    50.25    1991   0.322   0.017   0.339
    10.25    50.25    1992   0.488   0.022   0.510
    10.25    50.25    1993   0.621   0.021   0.642
    10.25    50.25    1994   0.548   0.022   0.570
    10.25    50.25    1995   0.542   0.022   0.564
    10.25    50.25    1996   0.504   0.022   0.526
    10.25    50.25    1997   0.354   0.020   0.374
    10.25    50.25    1998   0.446   0.025   0.471
    10.25    50.25    1999   0.573   0.027   0.600
    10.25    50.25    2000   0.585   0.025   0.610
    10.25    50.25    2001   0.459   0.019   0.478
    10.25    50.25    2002   0.614   0.027   0.641
    10.25    50.25    2003   0.186   0.006   0.192
    10.25    50.25    2004   0.694   0.007   0.702
    10.25    50.25    2005   0.684   0.001   0.685
    10.25    50.25    2006   0.471   0.015   0.486
    10.25    50.25    2007   0.680   0.031   0.711
    10.25    50.25    2008   0.559  -0.003   0.555
    10.25    50.25    2009   0.520  -0.000   0.520
    10.25    50.25    2010   0.648  -0.000   0.648
    10.25    50.25    2011   0.533   0.001   0.534
    10.25    50.25    2012   0.400   0.009   0.409
    10.25    50.25    2013   0.594   0.009   0.603
    10.25    50.25    2014   0.688   0.012   0.701
    10.25    50.25    2015   0.340   0.007   0.347
    10.25    50.25    2016   0.571   0.012   0.583
    10.25    50.25    2017   0.620   0.012   0.632
    10.75    50.25    1901   0.281   0.088   0.369
    10.75    50.25    1902   0.375   0.152   0.527
    10.75    50.25    1903   0.331   0.106   0.436
    10.75    50.25    1904   0.272   0.092   0.365
    10.75    50.25    1905   0.348   0.129   0.477
    10.75    50.25    1906   0.391   0.118   0.509
    10.75    50.25    1907   0.374   0.139   0.513
    10.75    50.25    1908   0.332   0.130   0.463
    10.75    50.25    1909   0.315   0.126   0.441
    10.75    50.25    1910   0.359   0.152   0.511
    10.75    50.25    1911   0.114   0.072   0.186
    10.75    50.25    1912   0.394   0.181   0.575
    10.75    50.25    1913   0.409   0.105   0.514
    10.75    50.25    1914   0.379   0.183   0.563
    10.75    50.25    1915   0.270   0.098   0.368
    10.75    50.25    1916   0.385   0.167   0.552
    10.75    50.25    1917   0.350   0.095   0.445
    10.75    50.25    1918   0.357   0.135   0.492
    10.75    50.25    1919   0.248   0.092   0.340
    10.75    50.25    1920   0.384   0.130   0.514
    10.75    50.25    1921   0.205   0.094   0.299
    10.75    50.25    1922   0.426   0.153   0.578
    10.75    50.25    1923   0.346   0.065   0.411
    10.75    50.25    1924   0.471   0.095   0.566
    10.75    50.25    1925   0.423   0.054   0.478
    10.75    50.25    1926   0.470   0.042   0.511
    10.75    50.25    1927   0.556   0.019   0.575
    10.75    50.25    1928   0.295   0.007   0.302
    10.75    50.25    1929   0.499   0.010   0.509
    10.75    50.25    1930   0.627   0.012   0.639
    10.75    50.25    1931   0.559   0.005   0.564
    10.75    50.25    1932   0.503   0.002   0.506
    10.75    50.25    1933   0.481   0.002   0.483
    10.75    50.25    1934   0.334  -0.000   0.334
    10.75    50.25    1935   0.463   0.006   0.470
    10.75    50.25    1936   0.549   0.008   0.557
    10.75    50.25    1937   0.492   0.013   0.505
    10.75    50.25    1938   0.398   0.014   0.412
    10.75    50.25    1939   0.495   0.015   0.510
    10.75    50.25    1940   0.572   0.013   0.585
    10.75    50.25    1941   0.472   0.014   0.486
    10.75    50.25    1942   0.424   0.010   0.434
    10.75    50.25    1943   0.286   0.009   0.295
    10.75    50.25    1944   0.582   0.011   0.593
    10.75    50.25    1945   0.560   0.010   0.570
    10.75    50.25    1946   0.507   0.010   0.517
    10.75    50.25    1947   0.177   0.006   0.183
    10.75    50.25    1948   0.628   0.011   0.639
    10.75    50.25    1949   0.420   0.011   0.431
    10.75    50.25    1950   0.538   0.045   0.583
    10.75    50.25    1951   0.427   0.032   0.459
    10.75    50.25    1952   0.419   0.029   0.449
    10.75    50.25    1953   0.470   0.036   0.507
    10.75    50.25    1954   0.497   0.037   0.534
    10.75    50.25    1955   0.515   0.037   0.552
    10.75    50.25    1956   0.506   0.042   0.547
    10.75    50.25    1957   0.510   0.038   0.548
    10.75    50.25    1958   0.474   0.031   0.505
    10.75    50.25    1959   0.199   0.024   0.222
    10.75    50.25    1960   0.501   0.028   0.528
    10.75    50.25    1961   0.578   0.028   0.606
    10.75    50.25    1962   0.425   0.044   0.469
    10.75    50.25    1963   0.452   0.049   0.502
